age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
43, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
39, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
51, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,44, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
48, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
47, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,4, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Iran, >50K
61, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,34, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3942,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,14084,0,40, United-States, >50K
27, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
44, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,50, United-States, <=50K
44, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,3908,0,40, United-States, <=50K
41, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7688,0,40, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Federal-gov, Bachelors, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
46, Private, Prof-school, Separated, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
23, Private, 11th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,14344,0,40, Vietnam, >50K
18, Federal-gov, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, Philippines, <=50K
42, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, United-States, <=50K
22, Without-pay, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,4416,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,90, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
34, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,50, United-States, >50K
24, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
35, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,53, United-States, >50K
61, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,2754,25, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,2174,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
29, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, <=50K
53, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, >50K
24, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, India, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States, >50K
46, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
52, Private, Preschool, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
52, Private, HS-grad, Widowed, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
50, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
43, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, >50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
31, Private, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,16, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,2829,0,40, United-States, <=50K
47, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, >50K
50, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, >50K
43, Local-gov, Masters, Never-married, Tech-support, Not-in-family, Black, Female,8614,0,47, United-States, >50K
42, Local-gov, 7th-8th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, <=50K
51, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,22, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,20, India, >50K
26, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
36, Self-emp-inc, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,55, United-States, <=50K
29, Local-gov, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,0,1564,56, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45, United-States, >50K
55, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
68, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,10, United-States, >50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, England, <=50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,43, United-States, >50K
60, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
49, State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,99999,0,80, United-States, >50K
20, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,28, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
53, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
40, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,70, United-States, <=50K
67, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,48, United-States, >50K
41, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,46, United-States, >50K
57, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
47, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
36, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
65, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,60, United-States, >50K
42, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,12, United-States, >50K
24, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,48, United-States, >50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
33, Local-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, 5th-6th, Never-married, Other-service, Other-relative, White, Female,0,0,40, El-Salvador, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,0,35, United-States, >50K
37, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
