ID,year,mo,month,quarter,st,state,country,product,category,unit_price,unit,amount
340,2014,2,Feb,Q1,CA,California,USA,Tablet,Electronic,500,17,8500
341,2014,2,Feb,Q1,QU,Quebec,Canada,Chair,Furniture,120,66,7920
342,2013,9,Sep,Q3,WA,Washington,USA,Printer,Electronic,200,0,0
343,2014,4,Apr,Q2,QU,Quebec,Canada,Tablet,Electronic,500,56,28000
344,2013,1,Jan,Q1,QU,Quebec,Canada,Laptop,Electronic,1000,0,0
345,2014,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,18,2160
346,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,43,5160
347,2013,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,22,2640
348,2014,4,Apr,Q2,CA,California,USA,Tablet,Electronic,500,24,12000
349,2013,1,Jan,Q1,QU,Quebec,Canada,Tablet,Electronic,500,55,27500
350,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,64,7680
351,2014,4,Apr,Q2,QU,Quebec,Canada,Mattress,Furniture,800,63,50400
352,2013,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,26,3120
353,2014,5,May,Q2,NY,New York,USA,Chair,Furniture,120,61,7320
354,2014,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,57,6840
355,2014,4,Apr,Q2,WA,Washington,USA,Tablet,Electronic,500,15,7500
356,2013,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,62,7440
357,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,3,360
358,2014,1,Jan,Q1,WA,Washington,USA,Laptop,Electronic,1000,57,57000
359,2014,6,Jun,Q2,ON,Ontario,Canada,Tablet,Electronic,500,37,18500
360,2013,10,Oct,Q4,WA,Washington,USA,Laptop,Electronic,1000,6,6000
361,2014,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,22,2640
362,2013,2,Feb,Q1,ON,Ontario,Canada,Tablet,Electronic,500,63,31500
363,2013,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,28,3360
364,2014,10,Oct,Q4,NY,New York,USA,Mattress,Furniture,800,40,32000
365,2013,5,May,Q2,CA,California,USA,Tablet,Electronic,500,1,500
366,2014,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,36,4320
367,2014,12,Dec,Q4,NY,New York,USA,Tablet,Electronic,500,39,19500
368,2014,9,Sep,Q3,QU,Quebec,Canada,Printer,Electronic,200,49,9800
369,2014,10,Oct,Q4,CA,California,USA,Printer,Electronic,200,55,11000
370,2014,2,Feb,Q1,NY,New York,USA,Tablet,Electronic,500,11,5500
371,2013,3,Mar,Q1,WA,Washington,USA,Chair,Furniture,120,2,240
372,2014,2,Feb,Q1,QU,Quebec,Canada,Laptop,Electronic,1000,37,37000
373,2014,5,May,Q2,NY,New York,USA,Chair,Furniture,120,37,4440
374,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,60,7200
375,2013,6,Jun,Q2,ON,Ontario,Canada,Chair,Furniture,120,5,600
376,2014,9,Sep,Q3,NY,New York,USA,Laptop,Electronic,1000,12,12000
377,2014,6,Jun,Q2,ON,Ontario,Canada,Chair,Furniture,120,56,6720
378,2013,5,May,Q2,NY,New York,USA,Chair,Furniture,120,36,4320
379,2014,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,49,5880
380,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,59,7080
381,2013,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,55,6600
382,2013,7,Jul,Q3,WA,Washington,USA,Printer,Electronic,200,12,2400
383,2013,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,9,1080
384,2013,11,Nov,Q4,WA,Washington,USA,Chair,Furniture,120,63,7560
385,2014,2,Feb,Q1,ON,Ontario,Canada,Tablet,Electronic,500,30,15000
386,2013,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,34,4080
387,2014,1,Jan,Q1,WA,Washington,USA,Printer,Electronic,200,42,8400
388,2014,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,54,6480
389,2013,8,Aug,Q3,NY,New York,USA,Laptop,Electronic,1000,37,37000
390,2013,5,May,Q2,ON,Ontario,Canada,Tablet,Electronic,500,8,4000
391,2014,3,Mar,Q1,WA,Washington,USA,Chair,Furniture,120,2,240
392,2014,9,Sep,Q3,WA,Washington,USA,Chair,Furniture,120,54,6480
393,2013,10,Oct,Q4,CA,California,USA,Printer,Electronic,200,38,7600
394,2013,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,26,3120
395,2014,7,Jul,Q3,WA,Washington,USA,Laptop,Electronic,1000,36,36000
396,2014,6,Jun,Q2,CA,California,USA,Laptop,Electronic,1000,6,6000
397,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,64,7680
398,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,4,480
399,2014,8,Aug,Q3,CA,California,USA,Mattress,Furniture,800,65,52000
400,2013,10,Oct,Q4,NY,New York,USA,Tablet,Electronic,500,57,28500
401,2014,3,Mar,Q1,ON,Ontario,Canada,Chair,Furniture,120,10,1200
402,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,33,3960
403,2013,7,Jul,Q3,WA,Washington,USA,Chair,Furniture,120,23,2760
404,2014,8,Aug,Q3,WA,Washington,USA,Tablet,Electronic,500,27,13500
405,2014,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,62,7440
406,2014,5,May,Q2,ON,Ontario,Canada,Tablet,Electronic,500,1,500
407,2014,2,Feb,Q1,NY,New York,USA,Tablet,Electronic,500,28,14000
408,2014,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,56,6720
409,2013,1,Jan,Q1,WA,Washington,USA,Chair,Furniture,120,48,5760
410,2014,8,Aug,Q3,QU,Quebec,Canada,Tablet,Electronic,500,56,28000
411,2014,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,14,1680
412,2013,8,Aug,Q3,NY,New York,USA,Printer,Electronic,200,20,4000
413,2014,10,Oct,Q4,ON,Ontario,Canada,Mattress,Furniture,800,12,9600
414,2014,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,8,960
415,2013,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,7,840
416,2013,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,23,2760
417,2014,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,6,720
418,2013,1,Jan,Q1,CA,California,USA,Laptop,Electronic,1000,18,18000
419,2013,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,2,1000
420,2013,5,May,Q2,NY,New York,USA,Tablet,Electronic,500,27,13500
421,2013,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,21,2520
422,2014,5,May,Q2,ON,Ontario,Canada,Tablet,Electronic,500,62,31000
423,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,27,3240
424,2013,4,Apr,Q2,NY,New York,USA,Printer,Electronic,200,57,11400
425,2013,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,22,22000
426,2013,4,Apr,Q2,ON,Ontario,Canada,Mattress,Furniture,800,35,28000
427,2014,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,10,5000
428,2013,2,Feb,Q1,QU,Quebec,Canada,Chair,Furniture,120,54,6480
429,2014,3,Mar,Q1,QU,Quebec,Canada,Laptop,Electronic,1000,61,61000
430,2014,10,Oct,Q4,CA,California,USA,Printer,Electronic,200,10,2000
431,2013,9,Sep,Q3,QU,Quebec,Canada,Tablet,Electronic,500,42,21000
432,2013,7,Jul,Q3,QU,Quebec,Canada,Laptop,Electronic,1000,12,12000
433,2013,11,Nov,Q4,CA,California,USA,Mattress,Furniture,800,40,32000
434,2014,10,Oct,Q4,ON,Ontario,Canada,Chair,Furniture,120,8,960
435,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,38,4560
436,2014,8,Aug,Q3,CA,California,USA,Laptop,Electronic,1000,54,54000
437,2014,5,May,Q2,NY,New York,USA,Printer,Electronic,200,37,7400
438,2013,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,55,6600
439,2014,7,Jul,Q3,ON,Ontario,Canada,Mattress,Furniture,800,58,46400
440,2014,10,Oct,Q4,NY,New York,USA,Printer,Electronic,200,16,3200
441,2014,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,43,21500
442,2013,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,7,840
443,2013,12,Dec,Q4,WA,Washington,USA,Chair,Furniture,120,31,3720
444,2014,6,Jun,Q2,CA,California,USA,Mattress,Furniture,800,27,21600
445,2014,11,Nov,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,3,3000
446,2014,11,Nov,Q4,NY,New York,USA,Laptop,Electronic,1000,40,40000
447,2014,2,Feb,Q1,WA,Washington,USA,Chair,Furniture,120,58,6960
448,2014,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,46,5520
449,2013,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,32,3840
450,2014,7,Jul,Q3,NY,New York,USA,Printer,Electronic,200,63,12600
451,2013,12,Dec,Q4,WA,Washington,USA,Chair,Furniture,120,16,1920
452,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,21,2520
453,2013,11,Nov,Q4,CA,California,USA,Tablet,Electronic,500,57,28500
454,2014,11,Nov,Q4,WA,Washington,USA,Chair,Furniture,120,50,6000
455,2013,10,Oct,Q4,CA,California,USA,Tablet,Electronic,500,15,7500
456,2014,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,11,1320
457,2014,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,16,1920
458,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,45,5400
459,2013,2,Feb,Q1,ON,Ontario,Canada,Tablet,Electronic,500,3,1500
460,2013,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,4,480
461,2014,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,0,0
462,2013,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,23,2760
463,2013,5,May,Q2,WA,Washington,USA,Laptop,Electronic,1000,19,19000
464,2014,1,Jan,Q1,NY,New York,USA,Printer,Electronic,200,20,4000
465,2014,9,Sep,Q3,CA,California,USA,Laptop,Electronic,1000,40,40000
466,2014,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,23,2760
467,2014,3,Mar,Q1,NY,New York,USA,Laptop,Electronic,1000,11,11000
468,2014,8,Aug,Q3,ON,Ontario,Canada,Laptop,Electronic,1000,54,54000
469,2014,9,Sep,Q3,NY,New York,USA,Printer,Electronic,200,13,2600
470,2013,12,Dec,Q4,QU,Quebec,Canada,Printer,Electronic,200,16,3200
471,2013,8,Aug,Q3,CA,California,USA,Mattress,Furniture,800,3,2400
472,2014,9,Sep,Q3,WA,Washington,USA,Tablet,Electronic,500,11,5500
473,2013,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,15,1800
474,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,40,4800
475,2013,3,Mar,Q1,NY,New York,USA,Mattress,Furniture,800,47,37600
476,2013,10,Oct,Q4,CA,California,USA,Mattress,Furniture,800,41,32800
477,2013,1,Jan,Q1,CA,California,USA,Printer,Electronic,200,38,7600
478,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,19,2280
479,2013,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,27,3240
480,2014,6,Jun,Q2,NY,New York,USA,Laptop,Electronic,1000,62,62000
481,2013,2,Feb,Q1,QU,Quebec,Canada,Laptop,Electronic,1000,65,65000
482,2014,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,38,19000
483,2013,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,9,1080
484,2013,3,Mar,Q1,QU,Quebec,Canada,Chair,Furniture,120,60,7200
485,2014,9,Sep,Q3,ON,Ontario,Canada,Printer,Electronic,200,33,6600
486,2013,2,Feb,Q1,QU,Quebec,Canada,Mattress,Furniture,800,63,50400
487,2013,4,Apr,Q2,WA,Washington,USA,Chair,Furniture,120,4,480
488,2014,6,Jun,Q2,NY,New York,USA,Printer,Electronic,200,63,12600
489,2013,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,0,0
490,2014,1,Jan,Q1,ON,Ontario,Canada,Chair,Furniture,120,44,5280
491,2013,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,40,4800
492,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,30,3600
493,2013,10,Oct,Q4,WA,Washington,USA,Chair,Furniture,120,12,1440
494,2013,2,Feb,Q1,WA,Washington,USA,Tablet,Electronic,500,15,7500
495,2013,10,Oct,Q4,ON,Ontario,Canada,Printer,Electronic,200,53,10600
496,2014,4,Apr,Q2,ON,Ontario,Canada,Tablet,Electronic,500,29,14500
497,2013,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,14,7000
498,2014,11,Nov,Q4,CA,California,USA,Mattress,Furniture,800,23,18400
499,2013,3,Mar,Q1,ON,Ontario,Canada,Tablet,Electronic,500,14,7000
500,2013,10,Oct,Q4,NY,New York,USA,Printer,Electronic,200,40,8000
501,2013,10,Oct,Q4,NY,New York,USA,Chair,Furniture,120,56,6720
502,2013,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,0,0
503,2013,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,52,6240
504,2013,3,Mar,Q1,NY,New York,USA,Tablet,Electronic,500,48,24000
505,2013,11,Nov,Q4,CA,California,USA,Mattress,Furniture,800,13,10400
506,2013,6,Jun,Q2,ON,Ontario,Canada,Printer,Electronic,200,37,7400
507,2013,9,Sep,Q3,ON,Ontario,Canada,Tablet,Electronic,500,52,26000
508,2013,8,Aug,Q3,WA,Washington,USA,Laptop,Electronic,1000,19,19000
509,2014,7,Jul,Q3,QU,Quebec,Canada,Chair,Furniture,120,36,4320
510,2014,4,Apr,Q2,ON,Ontario,Canada,Chair,Furniture,120,29,3480
511,2013,1,Jan,Q1,CA,California,USA,Tablet,Electronic,500,51,25500
512,2014,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,44,5280
513,2013,10,Oct,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,53,53000
514,2013,5,May,Q2,QU,Quebec,Canada,Mattress,Furniture,800,9,7200
515,2013,9,Sep,Q3,NY,New York,USA,Laptop,Electronic,1000,37,37000
516,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,33,3960
517,2013,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,30,15000
518,2014,2,Feb,Q1,WA,Washington,USA,Laptop,Electronic,1000,65,65000
519,2014,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,36,4320
520,2013,5,May,Q2,CA,California,USA,Tablet,Electronic,500,38,19000
521,2014,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,27,13500
522,2014,10,Oct,Q4,WA,Washington,USA,Tablet,Electronic,500,48,24000
523,2014,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,33,3960
524,2013,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,36,4320
525,2013,3,Mar,Q1,ON,Ontario,Canada,Printer,Electronic,200,41,8200
526,2014,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,10,1200
527,2014,9,Sep,Q3,WA,Washington,USA,Tablet,Electronic,500,61,30500
528,2014,6,Jun,Q2,QU,Quebec,Canada,Tablet,Electronic,500,52,26000
529,2013,1,Jan,Q1,NY,New York,USA,Mattress,Furniture,800,34,27200
530,2013,5,May,Q2,ON,Ontario,Canada,Tablet,Electronic,500,29,14500
531,2014,2,Feb,Q1,ON,Ontario,Canada,Mattress,Furniture,800,52,41600
532,2014,8,Aug,Q3,CA,California,USA,Laptop,Electronic,1000,29,29000
533,2014,12,Dec,Q4,WA,Washington,USA,Tablet,Electronic,500,60,30000
534,2013,5,May,Q2,CA,California,USA,Tablet,Electronic,500,39,19500
535,2014,5,May,Q2,NY,New York,USA,Laptop,Electronic,1000,25,25000
536,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,18,2160
537,2014,1,Jan,Q1,NY,New York,USA,Mattress,Furniture,800,51,40800
538,2013,5,May,Q2,QU,Quebec,Canada,Printer,Electronic,200,53,10600
539,2014,3,Mar,Q1,WA,Washington,USA,Mattress,Furniture,800,50,40000
540,2014,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,64,32000
541,2013,9,Sep,Q3,WA,Washington,USA,Tablet,Electronic,500,19,9500
542,2014,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,38,19000
543,2014,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,36,4320
544,2014,4,Apr,Q2,NY,New York,USA,Laptop,Electronic,1000,6,6000
545,2014,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,12,1440
546,2014,9,Sep,Q3,QU,Quebec,Canada,Laptop,Electronic,1000,51,51000
547,2014,6,Jun,Q2,NY,New York,USA,Laptop,Electronic,1000,23,23000
548,2014,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,50,6000
549,2014,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,41,4920
550,2013,2,Feb,Q1,NY,New York,USA,Mattress,Furniture,800,13,10400
551,2014,5,May,Q2,NY,New York,USA,Tablet,Electronic,500,16,8000
552,2013,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,25,12500
553,2013,4,Apr,Q2,CA,California,USA,Laptop,Electronic,1000,52,52000
554,2013,3,Mar,Q1,NY,New York,USA,Tablet,Electronic,500,17,8500
555,2014,5,May,Q2,ON,Ontario,Canada,Printer,Electronic,200,44,8800
556,2013,2,Feb,Q1,ON,Ontario,Canada,Chair,Furniture,120,12,1440
557,2013,9,Sep,Q3,NY,New York,USA,Tablet,Electronic,500,39,19500
558,2013,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,29,3480
559,2013,4,Apr,Q2,ON,Ontario,Canada,Mattress,Furniture,800,27,21600
560,2013,3,Mar,Q1,NY,New York,USA,Laptop,Electronic,1000,23,23000
561,2013,4,Apr,Q2,QU,Quebec,Canada,Tablet,Electronic,500,65,32500
562,2013,5,May,Q2,ON,Ontario,Canada,Chair,Furniture,120,24,2880
563,2013,8,Aug,Q3,ON,Ontario,Canada,Laptop,Electronic,1000,39,39000
564,2013,3,Mar,Q1,WA,Washington,USA,Tablet,Electronic,500,40,20000
565,2014,1,Jan,Q1,ON,Ontario,Canada,Tablet,Electronic,500,26,13000
566,2013,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,6,6000
567,2013,5,May,Q2,QU,Quebec,Canada,Tablet,Electronic,500,27,13500
568,2013,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,27,3240
569,2014,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,40,20000
570,2013,4,Apr,Q2,NY,New York,USA,Tablet,Electronic,500,20,10000
571,2013,12,Dec,Q4,CA,California,USA,Laptop,Electronic,1000,14,14000
572,2014,1,Jan,Q1,WA,Washington,USA,Tablet,Electronic,500,2,1000
573,2014,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,9,1080
574,2014,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,43,5160
575,2013,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,46,5520
576,2014,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,48,24000
577,2013,6,Jun,Q2,NY,New York,USA,Printer,Electronic,200,25,5000
578,2014,10,Oct,Q4,QU,Quebec,Canada,Tablet,Electronic,500,28,14000
579,2014,4,Apr,Q2,WA,Washington,USA,Chair,Furniture,120,44,5280
580,2014,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,57,6840
581,2013,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,31,3720
582,2014,10,Oct,Q4,CA,California,USA,Mattress,Furniture,800,57,45600
583,2013,7,Jul,Q3,WA,Washington,USA,Tablet,Electronic,500,62,31000
584,2014,6,Jun,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,43,43000
585,2014,8,Aug,Q3,ON,Ontario,Canada,Chair,Furniture,120,38,4560
586,2013,2,Feb,Q1,QU,Quebec,Canada,Chair,Furniture,120,3,360
587,2014,2,Feb,Q1,ON,Ontario,Canada,Chair,Furniture,120,61,7320
588,2014,6,Jun,Q2,QU,Quebec,Canada,Chair,Furniture,120,48,5760
589,2014,5,May,Q2,CA,California,USA,Mattress,Furniture,800,59,47200
590,2014,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,38,4560
591,2013,9,Sep,Q3,QU,Quebec,Canada,Tablet,Electronic,500,6,3000
592,2013,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,18,2160
593,2013,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,60,7200
594,2014,12,Dec,Q4,ON,Ontario,Canada,Chair,Furniture,120,8,960
595,2013,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,61,7320
596,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,16,1920
597,2013,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,0,0
598,2013,2,Feb,Q1,CA,California,USA,Laptop,Electronic,1000,49,49000
599,2014,11,Nov,Q4,WA,Washington,USA,Chair,Furniture,120,5,600
600,2014,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,19,2280
601,2013,7,Jul,Q3,QU,Quebec,Canada,Tablet,Electronic,500,34,17000
602,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,24,2880
603,2013,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,29,14500
604,2014,2,Feb,Q1,QU,Quebec,Canada,Tablet,Electronic,500,40,20000
605,2013,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,5,2500
606,2014,8,Aug,Q3,WA,Washington,USA,Chair,Furniture,120,2,240
607,2013,8,Aug,Q3,NY,New York,USA,Laptop,Electronic,1000,18,18000
608,2013,5,May,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,6,6000
609,2013,4,Apr,Q2,WA,Washington,USA,Tablet,Electronic,500,20,10000
610,2014,4,Apr,Q2,CA,California,USA,Laptop,Electronic,1000,50,50000
611,2014,2,Feb,Q1,ON,Ontario,Canada,Tablet,Electronic,500,7,3500
612,2013,2,Feb,Q1,CA,California,USA,Tablet,Electronic,500,48,24000
613,2013,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,36,4320
614,2013,12,Dec,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,29,29000
615,2014,4,Apr,Q2,CA,California,USA,Tablet,Electronic,500,32,16000
616,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,18,2160
617,2013,8,Aug,Q3,QU,Quebec,Canada,Laptop,Electronic,1000,9,9000
618,2013,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,50,6000
619,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,61,7320
620,2014,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,65,65000
621,2014,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,16,1920
622,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,17,2040
623,2013,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,20,2400
624,2013,5,May,Q2,CA,California,USA,Chair,Furniture,120,10,1200
625,2013,9,Sep,Q3,QU,Quebec,Canada,Chair,Furniture,120,11,1320
626,2014,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,44,5280
627,2014,2,Feb,Q1,ON,Ontario,Canada,Chair,Furniture,120,35,4200
628,2013,7,Jul,Q3,NY,New York,USA,Laptop,Electronic,1000,19,19000
629,2013,11,Nov,Q4,CA,California,USA,Tablet,Electronic,500,65,32500
630,2014,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,49,24500
631,2014,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,4,480
632,2013,2,Feb,Q1,WA,Washington,USA,Printer,Electronic,200,40,8000
633,2014,6,Jun,Q2,QU,Quebec,Canada,Tablet,Electronic,500,24,12000
634,2014,12,Dec,Q4,QU,Quebec,Canada,Chair,Furniture,120,66,7920
635,2013,8,Aug,Q3,ON,Ontario,Canada,Chair,Furniture,120,9,1080
636,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,53,6360
637,2013,2,Feb,Q1,CA,California,USA,Laptop,Electronic,1000,27,27000
638,2013,7,Jul,Q3,CA,California,USA,Laptop,Electronic,1000,19,19000
639,2014,6,Jun,Q2,NY,New York,USA,Mattress,Furniture,800,63,50400
640,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,58,6960
641,2014,6,Jun,Q2,CA,California,USA,Chair,Furniture,120,17,2040
642,2014,5,May,Q2,WA,Washington,USA,Chair,Furniture,120,58,6960
643,2013,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,2,1000
644,2014,12,Dec,Q4,ON,Ontario,Canada,Chair,Furniture,120,44,5280
645,2013,5,May,Q2,WA,Washington,USA,Laptop,Electronic,1000,52,52000
646,2013,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,48,5760
647,2013,2,Feb,Q1,CA,California,USA,Mattress,Furniture,800,62,49600
648,2013,12,Dec,Q4,NY,New York,USA,Laptop,Electronic,1000,53,53000
649,2014,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,29,29000
650,2013,12,Dec,Q4,CA,California,USA,Laptop,Electronic,1000,47,47000
651,2013,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,4,480
652,2013,5,May,Q2,NY,New York,USA,Tablet,Electronic,500,14,7000
653,2014,12,Dec,Q4,WA,Washington,USA,Laptop,Electronic,1000,43,43000
654,2013,1,Jan,Q1,NY,New York,USA,Laptop,Electronic,1000,4,4000
655,2014,10,Oct,Q4,NY,New York,USA,Tablet,Electronic,500,36,18000
656,2014,11,Nov,Q4,CA,California,USA,Laptop,Electronic,1000,59,59000
657,2014,4,Apr,Q2,WA,Washington,USA,Tablet,Electronic,500,53,26500
658,2014,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,8,960
659,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,8,960
660,2013,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,48,5760
661,2014,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,56,28000
662,2014,10,Oct,Q4,ON,Ontario,Canada,Chair,Furniture,120,41,4920
663,2013,4,Apr,Q2,ON,Ontario,Canada,Tablet,Electronic,500,64,32000
664,2013,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,66,7920
665,2014,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,58,29000
666,2013,10,Oct,Q4,WA,Washington,USA,Chair,Furniture,120,6,720
667,2013,5,May,Q2,QU,Quebec,Canada,Tablet,Electronic,500,32,16000
668,2013,3,Mar,Q1,CA,California,USA,Printer,Electronic,200,17,3400
669,2014,9,Sep,Q3,QU,Quebec,Canada,Mattress,Furniture,800,10,8000
670,2014,10,Oct,Q4,NY,New York,USA,Laptop,Electronic,1000,31,31000
671,2013,2,Feb,Q1,NY,New York,USA,Laptop,Electronic,1000,55,55000
672,2013,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,49,24500
673,2013,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,41,4920
674,2013,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,8,960
675,2013,2,Feb,Q1,ON,Ontario,Canada,Tablet,Electronic,500,40,20000
676,2013,5,May,Q2,WA,Washington,USA,Laptop,Electronic,1000,57,57000
677,2014,6,Jun,Q2,WA,Washington,USA,Laptop,Electronic,1000,50,50000
678,2013,5,May,Q2,NY,New York,USA,Chair,Furniture,120,27,3240
679,2014,5,May,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,54,54000
